id	text
en-ID_202	What is considered to be a secure job in Indonesia?
id-ID_203	Kota mana yang merupakan pusat komersial utama di Indonesia?
en-ID_203	Which city is the primary commercial hub in Indonesia?
id-ID_204	Apa industri yang memberikan gaji terbaik di Indonesia?
en-ID_204	What is the industry that pays the best in Indonesia?
id-ID_205	Apa perusahaan publik yang paling terkenal di Indonesia?
en-ID_205	What is the most famous public corporation in Indonesia?
id-ID_206	Apa hidangan paling terkenal di Indonesia?
en-ID_206	What is the most famous dish in Indonesia?
id-ID_207	Apa yang biasanya orang makan untuk sarapan di Indonesia?
en-ID_207	What do people usually have for breakfast in Indonesia?
id-ID_208	Kapan orang biasanya makan siang di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)
en-ID_208	When do people usually have lunch in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
id-ID_209	Apa yang biasanya tidak dapat dipisahkan dari makanan di Indonesia?
en-ID_209	What is typically indispensable in meals in Indonesia?
id-ID_210	Apa makanan perayaan yang khas di Indonesia?
en-ID_210	What is a typical festive meal in Indonesia?
id-ID_211	Buah apa yang biasanya ditawarkan kepada turis/pengunjung dari luar negeri di Indonesia?
en-ID_211	Which fruit do people usually offer tourists/visitors from abroad in Indonesia?
id-ID_212	Makanan apa yang biasanya orang tawarkan sebagai amal di Indonesia?
en-ID_212	Which food do people usually offer as charity in Indonesia?
id-ID_213	Apa makanan cepat saji termurah di Indonesia?
en-ID_213	What is the cheapest fast food in Indonesia?
id-ID_214	Apa yang biasanya orang minum dengan teh di Indonesia?
en-ID_214	What do people usually have with tea in Indonesia?
id-ID_215	Apa yang biasanya orang minum dengan kopi di Indonesia?
en-ID_215	What do people have with coffee in Indonesia?
id-ID_216	Apa makanan tradisional yang paling populer di Indonesia?
en-ID_216	What is the most popular traditional food in Indonesia?
id-ID_217	Apa saus cocolan yang paling populer di Indonesia?
en-ID_217	What is the most popular dipping sauce in Indonesia?
id-ID_218	Apa makanan yang paling sering dikonsumsi saat puasa untuk umat Kristen di Indonesia?
en-ID_218	What food is most often consumed during Christian fasting in Indonesia?
id-ID_219	Makanan apa yang biasanya disiapkan ketika seorang ibu melahirkan di Indonesia?
en-ID_219	What food is usually prepared when mothers give birth in Indonesia?
id-ID_220	Siapa olahragawan wanita paling populer di Indonesia?
en-ID_220	Who is the most popular female sportperson in Indonesia?
id-ID_221	Di mana sebagian besar siswa sekolah dasar di Indonesia mempersiapkan ujian mereka?
en-ID_221	Where do most elementary school students prepare for their exams in Indonesia?
id-ID_222	Di Indonesia, di kelas berapa siswa mengikuti ujian nasional pertama kali?
en-ID_222	In Indonesia, at which grade level do students take their first national-level examination?
id-ID_223	Wilayah mana di Indonesia yang dikenal dengan industri kopi/tehnya?
en-ID_223	Which region in Indonesia is widely known for its coffee/tea industry?
id-ID_224	Wilayah mana di Indonesia yang dikenal dengan industri peternakannya?
en-ID_224	Which region in Indonesia is widely known for its livestock industry?
id-ID_225	Apa pekerjaan utama masyarakat yang tinggal di gurun di Indonesia?
en-ID_225	What is the main occupation of people living in deserts in Indonesia?
id-ID_226	Hewan apa yang biasanya digunakan untuk transportasi di Indonesia?
en-ID_226	Which animal is typically used for transportation in Indonesia?
id-ID_227	Apa komik untuk anak-anak yang paling populer di Indonesia?
en-ID_227	What is the most popular comic book for children to read in Indonesia?
id-ID_228	Apa saluran YouTube paling populer untuk anak-anak di Indonesia?
en-ID_228	What is the most popular YouTube channel for children in Indonesia?
id-ID_229	Apa acara talk show paling populer di Indonesia?
en-ID_229	What is the most popular talk show in Indonesia?
id-ID_230	Apa hari raya keagamaan yang paling terkenal di Indonesia?
en-ID_230	What is the most famous religious holiday in Indonesia?
id-ID_231	Di bulan apa biasanya pernikahan paling banyak diadakan di Indonesia? (Berikan angka Arab (misalnya, 1) saja.)
en-ID_231	What is the busiest month for weddings in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_232	Apa alat musik tradisional yang paling populer di Indonesia?
en-ID_232	What is the most popular traditional musical instrument in Indonesia?
id-ID_233	Apa produk pertanian utama yang dihasilkan di Indonesia?
en-ID_233	What is the main agricultural product produced in Indonesia?
id-ID_234	Apa makanan berbahan dasar gandum yang paling populer di Indonesia?
en-ID_234	What is the most popular wheat-based food item in Indonesia?
id-ID_235	Apa minuman yang paling sering ditawarkan kepada tamu ketika mereka mengunjungi rumah di Indonesia?
en-ID_235	What is the most typical drink offered to guests when they visit households in Indonesia?
id-ID_236	Apa hidangan paling populer yang dimasak dengan bahan ikan di Indonesia?
en-ID_236	What is the most popular dish cooked with fish in Indonesia?
id-ID_237	Makanan apa yang disukai orang Indonesia untuk dimakan saat cuaca hujan?
en-ID_237	What food do people from Indonesia like to eat during rainy weather?
id-ID_238	Minuman apa yang umumnya dikonsumsi di Indonesia ketika cuaca panas?
en-ID_238	What drink is commonly consumed in Indonesia when the weather is hot?
id-ID_239	Apa olahraga dalam ruangan yang paling populer di Indonesia?
en-ID_239	What is the most popular indoor sport in Indonesia?
id-ID_240	Olahraga apa yang gemar ditonton oleh pria di Indonesia?
en-ID_240	What sport do men in Indonesia like to watch?
id-ID_241	Olahraga apa yang gemar ditonton oleh wanita di Indonesia?
en-ID_241	What sport do women in Indonesia like to watch?
id-ID_242	Apa minuman paling populer yang disukai oleh orang-orang Indonesia untuk diminum di tempat kerja mereka?
en-ID_242	What is the most popular beverage that people from Indonesia like to drink in their workplace?
id-ID_243	Pada hari libur apa semua anggota keluarga biasanya berkumpul di Indonesia?
en-ID_243	On which holiday do all family members tend to reunite in Indonesia?
id-ID_244	Permainan tradisional apa yang dimainkan selama hari libur tradisional oleh keluarga di Indonesia?
en-ID_244	What traditional games do families play during traditional holidays in Indonesia?
id-ID_245	Jenis pakaian apa yang dikenakan oleh orang-orang Indonesia saat festival tradisional?
en-ID_245	What type of clothing do people from Indonesia wear during traditional festivals?
id-ID_246	Apa aksesori festival tradisional yang biasa dikenakan oleh orang-orang di Indonesia?
en-ID_246	What traditional festival accessories do people from Indonesia wear?
id-ID_247	Wilayah apa yang paling dikenal dengan produksi alkohol di Indonesia?
en-ID_247	What is the most famous region for alcohol production in Indonesia?
id-ID_248	Buah apa yang sering dimakan oleh orang-orang Indonesia di musim panas?
en-ID_248	What fruit do people from Indonesia often eat in the summer season?
id-ID_249	Wilayah mana di Indonesia yang terkenal dengan makanan lautnya?
en-ID_249	Which region in Indonesia is known for its seafood?
id-ID_250	Wilayah mana di Indonesia yang paling populer sebagai destinasi untuk ski?
en-ID_250	Which region in Indonesia is the most popular skiing destination?
id-ID_251	Siapa pemain bela diri paling populer di Indonesia?
en-ID_251	Who is the most popular martial arts player in Indonesia?
id-ID_252	Olahraga apa yang menjadi salah satu olahraga dengan pertumbuhan tercepat di Indonesia selama dekade terakhir?
en-ID_252	Which sport has been one of the fastest-growing in Indonesia over the last decade?
id-ID_253	Negara mana yang merupakan tujuan paling populer bagi siswa dari Indonesia untuk belajar di luar negeri?
en-ID_253	Which country is the most popular destination for students from Indonesia studying abroad?
id-ID_254	Di Indonesia, berapa banyak orang yang bekerja dalam sebuah keluarga pada umumnya? (Berikan angka Arab (contoh, 1) saja.)
en-ID_254	How many people work in a typical family in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_255	Di Indonesia, siapa yang mengurus anak-anak ketika kedua orang tuanya sedang bekerja?
en-ID_255	In Indonesia, who takes care of kids when both parents are working?
id-ID_256	Apa minuman beralkohol yang paling disukai oleh pria dari Indonesia?
en-ID_256	What is the preferred alcoholic beverage for men from Indonesia?
id-ID_257	Apa minuman beralkohol yang paling disukai oleh wanita dari Indonesia?
en-ID_257	What is the preferred alcoholic beverage for women from Indonesia?
id-ID_258	Berapa banyak rata-rata orang yang biasanya menghadiri sebuah pernikahan di Indonesia? (Berikan angka Arab saja (contoh, 1).)
en-ID_258	How many people on average typically attend a wedding in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_259	Jenis daging apa yang biasanya orang makan saat mereka melakukan barbekyu di Indonesia?
en-ID_259	What kind of meat do people usually eat when they have barbecue in Indonesia?
id-ID_260	Kapan orang biasanya sarapan di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)
en-ID_260	When do people usually have breakfast in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
id-ID_261	Jenis makanan apa yang biasanya orang makan untuk camilan larut malam di Indonesia?
en-ID_261	What kinds of food do people usually eat for late-night snacks in Indonesia?
id-ID_262	Apa masakan pedas yang paling terkenal di Indonesia?
en-ID_262	What is the most famous spicy dish in Indonesia?
id-ID_263	Makanan apa yang biasanya dipadukan dengan minuman keras di Indonesia?
en-ID_263	What food items do people typically pair with hard liquor in Indonesia?
id-ID_264	Bumbu apa yang sangat penting dan tidak dapat dihilangkan dalam memasak di Indonesia?
en-ID_264	What seasoning is indispensable in cooking in Indonesia?
id-ID_265	Makanan apa yang biasanya dikonsumsi orang-orang ketika cuaca dingin di Indonesia?
en-ID_265	What food do people typically consume when the weather is cold in Indonesia?
id-ID_266	Apa merek alkohol paling terkenal di Indonesia?
en-ID_266	What is the most famous alcohol brand in Indonesia?
id-ID_267	Makanan apa yang biasanya orang makan ketika mereka sakit di Indonesia?
en-ID_267	What foods do people usually eat when they are sick in Indonesia?
id-ID_268	Makanan apa yang biasanya dibeli orang-orang di supermarket di Indonesia yang sudah siap saji atau siap dimakan?
en-ID_268	What prepared/ready-to-eat food do people typically buy at supermarkets in Indonesia?
id-ID_269	Apa film bertema olahraga yang paling terkenal di Indonesia?
en-ID_269	What is the most famous sports-related movie in Indonesia?
id-ID_270	Olahraga ekstrem apa yang paling ingin dicoba oleh kebanyakan orang di Indonesia?
en-ID_270	What extreme sport do people generally wish to try the most in Indonesia?
id-ID_271	Cabang atletik mana yang paling populer untuk ditonton selama kompetisi di Indonesia?
en-ID_271	Which track and field event is the most popular to watch during competitions in Indonesia?
id-ID_272	Perlombaan senam apa yang paling populer untuk ditonton selama kompetisi di Indonesia?
en-ID_272	Which gymnastics event is the most popular to watch during competitions in Indonesia?
id-ID_273	Siapa pemain tenis meja paling terkenal di Indonesia?
en-ID_273	Who is the most famous table tennis player in Indonesia?
id-ID_274	Dalam Olimpiade Musim Dingin, acara apa yang paling populer untuk ditonton di Indonesia?
en-ID_274	In the Winter Olympics, which event is the most popular to watch in Indonesia?
id-ID_275	Siapa petinju paling terkenal di Indonesia?
en-ID_275	Who is the most famous boxer in Indonesia?
id-ID_276	Siapa atlet atletik yang paling terkenal di Indonesia?
en-ID_276	Who is the most famous track and field athlete in Indonesia?
id-ID_277	Pekerjaan apa yang paling diharapkan oleh orang tua agar dikejar oleh anak-anak mereka di Indonesia?
en-ID_277	What job do parents most hope their children will pursue in Indonesia?
id-ID_278	Perangkat lunak kantor apa yang biasanya digunakan orang-orang di tempat kerja di Indonesia?
en-ID_278	What office software do people typically use in the workplace in Indonesia?
id-ID_279	Kota atau wilayah mana saja yang dikenal dengan kegiatan impor dan ekspor di Indonesia?
en-ID_279	Which cities or regions are known for their import and export activities in Indonesia?
id-ID_280	Platform apa yang umum digunakan dalam industri e-commerce di Indonesia?
en-ID_280	What platform is commonly used in the e-commerce industry in Indonesia?
id-ID_281	Berapa lama periode percobaan yang biasa diberikan kepada karyawan baru sebelum menandatangani kontrak formal di Indonesia? (misalnya, 1 bulan).
en-ID_281	How long is the typical probation period for new employees before signing a formal contract in Indonesia? (e.g., 1 month).
id-ID_282	Di industri apa biasanya para pemuda memilih untuk memulai bisnis di Indonesia?
en-ID_282	Which industries do young people typically choose to start businesses in Indonesia?
id-ID_283	Apa cara yang paling umum digunakan oleh anggota keluarga untuk berkomunikasi jarak jauh di Indonesia?
en-ID_283	What is the most common way for family members to communicate remotely in Indonesia?
id-ID_284	Bentuk akomodasi apa yang biasanya dipesan untuk perjalanan keluarga di Indonesia?
en-ID_284	What form of accommodation is typically booked for family trips in Indonesia?
id-ID_285	Buah apa yang biasanya paling sering disiapkan untuk makan malam keluarga di Indonesia?
en-ID_285	Which fruit is usually prepared the most for family dinners in Indonesia?
id-ID_286	Berapa jam kuliah per minggu yang biasanya diikuti oleh mahasiswa universitas di Indonesia? (Gunakan angka Arab (contoh, 1) saja.)
en-ID_286	How many hours of classes do university students typically have per week in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_287	Berapa biaya sekolah rata-rata per semester untuk SMA negeri di Indonesia? (Gunakan angka Arab (contoh, 1) saja.)
en-ID_287	What is the typical tuition fee per semester for public high schools in Indonesia?  (Provide Arabic numerals (e.g., 1) only.)
id-ID_288	Apa mata kuliah wajib yang dimiliki bersama oleh mahasiswa universitas di Indonesia?
en-ID_288	What compulsory courses do university students have in common in Indonesia?
id-ID_289	Berapa jumlah rata-rata siswa dalam satu kelas di sekolah menengah atas di Indonesia? (Berikan angka numerik Arab (contoh, 1) saja.)
en-ID_289	What is the average class size in high schools in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_290	Jurusan apa yang dianggap paling mendukung kesempatan kerja di Indonesia?
en-ID_290	Which major is considered most conducive to employment in Indonesia?
id-ID_291	Jenis klub apa yang paling populer di kalangan mahasiswa universitas di Indonesia?
en-ID_291	What type of clubs are most popular among university students in Indonesia?
id-ID_292	Di mana mahasiswa universitas biasanya tinggal di Indonesia?
en-ID_292	What types of accommodation do university students in Indonesia typically live in?
id-ID_293	Berapa lama durasi setiap periode kelas untuk siswa SMP di Indonesia (menit)? (Berikan hanya angka Arab (contoh, 1).)
en-ID_293	How long is each class period for middle school students in Indonesia (minutes)?  (Provide Arabic numerals (e.g., 1) only.)
id-ID_294	Kegiatan santai apa yang biasanya disukai oleh wanita pensiunan di Indonesia?
en-ID_294	What leisure activities do retired women typically like in Indonesia?
id-ID_295	Kegiatan santai apa yang biasanya disukai oleh pria pensiunan di Indonesia?
en-ID_295	What leisure activities do retired men typically like in Indonesia?
id-ID_296	Pada hari raya apa biasanya orang-orang mengunjungi tempat-tempat ibadah (candi, gereja, dll) di Indonesia?
en-ID_296	During which holidays do people typically visit religious sites (temples, churches, etc.) in Indonesia?
id-ID_297	Apa hadiah peresmian rumah yang biasa di Indonesia?
en-ID_297	What are the typical housewarming gifts in Indonesia?
id-ID_298	Pada pukul berapa biasanya pernikahan dimulai di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)
en-ID_298	At what time do weddings typically start in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
id-ID_299	Kota mana di Indonesia yang paling sering mengadakan festival?
en-ID_299	Which city in Indonesia hosts festivals the most?
id-ID_300	Warna pakaian apa yang biasanya dikenakan orang saat menghadiri pernikahan di Indonesia?
en-ID_300	What color of clothing do people typically wear when attending weddings in Indonesia?
id-ID_301	Warna pakaian apa yang biasanya dikenakan orang saat menghadiri pemakaman di Indonesia?
en-ID_301	What color of clothing do people typically wear when attending funerals in Indonesia?
id-ID_302	Camilan apa yang dimakan di bioskop di Indonesia?
en-ID_302	Which snack is eaten in the cinema in Indonesia?
id-ID_303	Apa rasa keripik yang paling populer di Indonesia?
en-ID_303	What is the most popular chip/crisp flavour in Indonesia?
id-ID_304	Siapa koki selebriti yang populer di Indonesia?
en-ID_304	Who is a popular celebrity chef in Indonesia?
id-ID_305	Makanan apa yang merupakan pilihan makanan hemat dan cepat di Indonesia?
en-ID_305	Which food is a cost-effective and quick meal option in Indonesia?
id-ID_306	Apa saja acara masak yang paling populer di Indonesia?
en-ID_306	What are the most popular cooking shows in Indonesia?
id-ID_307	Apa merek cokelat paling populer di Indonesia?
en-ID_307	What is the most popular chocolate brand in Indonesia?
id-ID_308	Keju apa yang paling banyak dikonsumsi di Indonesia?
en-ID_308	What is the most eaten cheese in Indonesia?
id-ID_309	Apa sayuran yang paling tidak disukai di Indonesia?
en-ID_309	What is the most disliked vegetable in Indonesia?
id-ID_310	Makanan apa yang paling sering ditemukan di food court di Indonesia?
en-ID_310	What food is most commonly found in food courts in Indonesia?
id-ID_311	Apa benda yang paling sering digunakan oleh para penggemar olahraga untuk mendukung tim olahraga di Indonesia?
en-ID_311	What are the most common cheering tools used by sports fans in Indonesia?
id-ID_312	Apa yang dibawa oleh para penggemar saat menghadiri pertandingan langsung di Indonesia?
en-ID_312	What do fans bring with them when attending a live game in Indonesia?
id-ID_313	Apa stadion olahraga yang paling terkenal di Indonesia?
en-ID_313	What is the most well known sporting stadium in Indonesia?
id-ID_314	Siapa atlet Paralimpiade paling terkenal di Indonesia?
en-ID_314	Who is the most famous Paralympian in Indonesia?
id-ID_315	Apa yel-yel olahraga yang paling dikenal di Indonesia?
en-ID_315	What is the best recognized sporting chant in Indonesia?
id-ID_316	Industri apa yang dikenal memiliki jam kerja yang lebih fleksibel di Indonesia?
en-ID_316	Which industries are known for more flexible working hours in Indonesia?
id-ID_317	Siapa pengusaha yang paling terkenal dan sukses di Indonesia?
en-ID_317	Who is the most well known and successful entrepreneur in Indonesia?
id-ID_318	Apa yang biasanya dapat ditemukan di taman belakang rumah di Indonesia?
en-ID_318	What can typically be found in the back garden of houses in Indonesia?
id-ID_319	Siapa keluarga paling terkenal di Indonesia?
en-ID_319	What is the name of the most famous family in Indonesia?
id-ID_320	Apa nama keluarga yang paling umum di Indonesia?
en-ID_320	What is the most common family name in Indonesia?
id-ID_321	Agama apa yang paling umum dipeluk keluarga-keluarga di Indonesia?
en-ID_321	Which religion is most commonly practiced by families in Indonesia?
id-ID_322	Apa bahasa asing yang paling banyak digunakan oleh keluarga di Indonesia?
en-ID_322	What is the most popular foreign language spoken by families in Indonesia?
id-ID_323	Negara mana yang merupakan tujuan emigrasi paling populer bagi keluarga-keluarga dari Indonesia?
en-ID_323	Which country is the most popular destination for families from Indonesia to emigrate to?
id-ID_324	Apa saja sanksi yang diberikan untuk perilaku buruk di sekolah-sekolah di Indonesia?
en-ID_324	What repercussions are there for bad behavior in schools in Indonesia?
id-ID_325	Penulis-penulis mana yang biasanya dipelajari di kelas sastra di Indonesia?
en-ID_325	Which writers are commonly studied in literature class in Indonesia?
id-ID_326	Berapa kali libur sekolah dalam setahun untuk sekolah menengah atas di Indonesia? (Berikan angka numerik Arab (contoh, 1) saja.)
en-ID_326	How many school breaks are there in a year for high schools in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_327	Sumber daya online apa yang biasanya digunakan oleh siswa untuk belajar di Indonesia?
en-ID_327	Which online resource do students usually use to study in Indonesia?
id-ID_328	Berapa rata-rata jumlah minggu kegiatan belajar dalam satu semester di universitas-universitas di Indonesia? (Berikan angka Arab (contoh, 1) saja.)
en-ID_328	What is the average length of a semester in terms of weeks of teaching at universities in Indonesia? (Provide Arabic numerals (e.g., 1) only.)
id-ID_329	Bandara mana di Indonesia yang paling sibuk selama musim liburan?
en-ID_329	Which airport in Indonesia is the busiest during the holiday season?
id-ID_330	Wilayah mana di Indonesia yang terkenal dengan pertunjukan teaternya?
en-ID_330	Which region of Indonesia is well known for its theatrical performances?
id-ID_331	Apa landmark bersejarah paling terkenal di Indonesia?
en-ID_331	What is the most famous historic landmark in Indonesia?
id-ID_332	Apa merek hotel paling terkenal di Indonesia?
en-ID_332	What is the most famous hotel brand in Indonesia?
id-ID_333	Apa pilihan sarapan paling populer yang penyajiannya cepat (grab-and-go) di Indonesia?
en-ID_333	What is the most popular grab-and-go breakfast option in Indonesia?
id-ID_334	Apa makanan paling populer di Indonesia di kalangan anak muda?
en-ID_334	What is the most popular food in Indonesia among young people?
id-ID_335	Jenis minuman beralkohol apa yang paling sering dikonsumsi di festival-festival di Indonesia?
en-ID_335	What type of alcoholic drink is most commonly consumed at festivals in Indonesia?
id-ID_336	Apa minuman yang paling umum dikonsumsi pagi hari di Indonesia?
en-ID_336	What is the most common morning drink in Indonesia?
id-ID_337	Apa makanan penutup (dessert) tradisional yang paling populer di Indonesia?
en-ID_337	What is the most popular traditional dessert in Indonesia?
id-ID_338	Apa olahraga raket yang paling populer di Indonesia?
en-ID_338	What is the most popular racket sport in Indonesia?
id-ID_339	Apa cabang olahraga atletik yang paling populer di Indonesia?
en-ID_339	What is the most popular track and field sport in Indonesia?
id-ID_340	Apa ajang olahraga internasional yang paling populer di Indonesia?
en-ID_340	Which international sporting event is the most popular in Indonesia?
id-ID_341	Berapa lama (dalam menit) istirahat kerja umumnya di Indonesia, tidak termasuk istirahat makan siang dan makan malam? (Berikan angka Arab (misalnya, 1) saja.)
en-ID_341	How long (in minutes) are typical work breaks in Indonesia, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)
id-ID_342	Di Indonesia, pekerjaan apa yang bayarannya dianggap lebih rendah dari seharusnya?
en-ID_342	Which job is considered underpaid in Indonesia?
id-ID_343	Apa makanan yang paling sering disajikan saat Paskah di Indonesia?
en-ID_343	What is the most common food served during Easter in Indonesia?
id-ID_344	Apa genre musik paling populer di kalangan orang tua atau lansia di Indonesia?
en-ID_344	What is the most popular music genre among the elderly population in Indonesia?
id-ID_345	Minuman apa yang biasanya disuguhkan di acara pemakaman di Indonesia?
en-ID_345	What drink is usually offered at funerals in Indonesia?
id-ID_346	Minuman apa yang biasanya disuguhkan di acara pernikahan di Indonesia?
en-ID_346	What drink is usually offered at weddings in Indonesia?
id-ID_347	Makanan apa yang berasal dari Indonesia dan dapat ditemukan di seluruh dunia?
en-ID_347	What food originated from Indonesia and can be found all over the world?
id-ID_348	Makanan apa yang biasanya tidak disukai oleh anak-anak tetapi disukai oleh orang tua atau lansia di Indonesia?
en-ID_348	What food is typically disliked by children but enjoyed by the elderly in Indonesia?
id-ID_349	Alat masak apa yang paling sering digunakan di Indonesia?
en-ID_349	What cooking utensil is most commonly used in Indonesia?
id-ID_350	Sayuran apa yang paling populer di Indonesia?
en-ID_350	Which is the most popular vegetable in Indonesia?
id-ID_351	Hewan apa yang digunakan untuk olahraga di Indonesia?
en-ID_351	Which animal is used for sports in Indonesia?
id-ID_352	Apa tempat pernikahan yang paling populer di Indonesia?
en-ID_352	What is the most popular wedding venue in Indonesia?
id-ID_353	Merek kedai kopi apa yang paling populer di Indonesia?
en-ID_353	Which coffee shop brand is the most popular in Indonesia?
id-ID_354	Jenis makanan apa dari Indonesia yang biasanya disajikan di restoran-restoran di luar negeri?
en-ID_354	What type of food from Indonesia is typically served in restaurants overseas?
id-ID_355	Wilayah mana di Indonesia yang biasanya dikaitkan dengan pertambangan?
en-ID_355	What region in Indonesia is usually associated with mining?
id-ID_356	Wilayah mana di Indonesia yang biasanya dikaitkan dengan minyak?
en-ID_356	What region in Indonesia is usually associated with oil?
id-ID_357	Universitas apa di Indonesia yang populer karena jurusan tekniknya? (Berikan nama resminya.)
en-ID_357	What university in Indonesia is popular because of its engineering major? (Provide the official name.)
id-ID_358	Universitas apa di Indonesia yang populer karena fakultas kedokterannya? (Berikan nama resminya.)
en-ID_358	What university in Indonesia is popular because of its school of medicine? (Provide the official name.)
id-ID_359	Apa metode pembayaran yang paling populer di Indonesia?
en-ID_359	What is the most popular payment method in Indonesia?
id-ID_360	Apa taman hiburan paling terkenal di Indonesia?
en-ID_360	What is the most famous theme park in Indonesia?
id-ID_361	Apa animasi anak-anak yang paling populer dan sering ditonton oleh anak-anak di Indonesia?
en-ID_361	What is the most popular children's animation that is commonly watched by kids in Indonesia?
id-ID_362	Apa aktivitas pendidikan pranatal yang paling populer bagi wanita hamil di Indonesia?
en-ID_362	What is the most popular prenatal education activity for pregnant women in Indonesia?
id-ID_363	Apa lagu anak-anak yang paling populer di Indonesia yang sering dinyanyikan bersama keluarga?
en-ID_363	What is the most popular children's song in Indonesia that families sing together?
id-ID_364	Mainan apa yang paling populer di kalangan anak laki-laki di Indonesia?
en-ID_364	Which toys are most popular among boys in Indonesia?
id-ID_365	Mainan apa yang paling populer di kalangan gadis di Indonesia?
en-ID_365	Which toys are most popular among girls in Indonesia?
id-ID_366	Apa cerita rakyat yang paling populer di Indonesia yang biasanya diceritakan kepada anak-anak?
en-ID_366	What is the most popular folk tale in Indonesia that is typically told to children?
id-ID_367	Apa simbol belasungkawa yang biasa digunakan pada pemakaman di Indonesia?
en-ID_367	What is the customary symbol of condolence used at funerals in Indonesia?
id-ID_368	Di mana mahasiswa di Indonesia cenderung bekerja paruh waktu paling banyak?
en-ID_368	Where do university students in Indonesia tend to work part-time the most?
id-ID_369	Apa saja aktivitas team-building yang paling sering dilakukan di perusahaan-perusahaan yang berbasis di Indonesia?
en-ID_369	What are the most frequently practiced team-building activities in companies based in Indonesia?
id-ID_370	Apa saja pekerjaan sampingan yang paling umum dilakukan orang-orang di Indonesia?
en-ID_370	What are the most common activities people do as a side job in Indonesia?
id-ID_371	Apa oleh-oleh makanan untuk turis yang paling terkenal dari Indonesia?
en-ID_371	What is the most famous edible souvenir for tourists in Indonesia?
id-ID_372	Apa makanan berkuah yang paling populer di Indonesia?
en-ID_372	What is the most popular stew in Indonesia?
id-ID_373	Apa bumbu atau rempah yang paling sering digunakan dalam masakan Indonesia?
en-ID_373	What is the most common spice/herb used in dishes from Indonesia?
id-ID_374	Apa olahraga tradisional paling terkenal di Indonesia?
en-ID_374	What is the most famous traditional sport in Indonesia?
id-ID_375	Olahraga apa yang populer untuk dimainkan di pantai di Indonesia?
en-ID_375	What sport is popular to play on the beach in Indonesia?
id-ID_376	Bagaimana biasanya jadwal kerja selama bulan Ramadan di Indonesia?
en-ID_376	What is the usual work schedule during the month of Ramadan in Indonesia?
id-ID_377	Kapan Hari Siswa dirayakan di Indonesia? (Berikan dalam format MM/DD (contoh, 12/31).)
en-ID_377	When is Student's Day celebrated in Indonesia? (Provide in MM/DD format (e.g., 12/31).)
id-ID_378	Di mana keluarga-keluarga berkumpul untuk berdoa bersama di Indonesia?
en-ID_378	Where do families gather to pray together in Indonesia?
id-ID_379	Apa hadiah yang biasanya diterima oleh para ayah di Hari Ayah (atau Hari Orang Tua) di Indonesia?
en-ID_379	What gifts do fathers get on Father's Day (or Parents' Day) in Indonesia?
id-ID_380	Apa hadiah yang biasanya diterima oleh ibu pada Hari Ibu (atau Hari Orang Tua) di Indonesia?
en-ID_380	What gifts do mothers get on Mother's Day (or Parents' Day) in Indonesia?
id-ID_381	Berapa banyak generasi yang biasanya tinggal bersama dalam satu rumah tangga di Indonesia? (Hanya berikan angka Arab (misalnya, 12).)
en-ID_381	How many generations typically live together in a household in Indonesia? (Provide Arabic numerals (e.g., 12) only.)
id-ID_382	Berapa banyak mata pelajaran yang diajarkan di SMP di Indonesia? (Berikan angka Arab (misalnya, 12) saja.)
en-ID_382	How many subjects are taught in middle schools in Indonesia? (Provide Arabic numerals (e.g., 12) only.)
id-ID_383	Apa kegiatan ekstrakurikuler paling populer di sekolah dasar (SD) di Indonesia setelah jam sekolah?
en-ID_383	What is the most popular after school curriculars in elementary schools in Indonesia?
id-ID_384	Berapa biaya rata-rata uang kuliah tahunan untuk universitas negeri di Indonesia?
en-ID_384	How much is the average annual tuition fee for public universities in Indonesia?
id-ID_385	Apa kegiatan populer yang dilakukan di taman-taman di Indonesia?
en-ID_385	What is a popular activity to do in parks in Indonesia?
id-ID_386	Apa nama festival film paling terkenal yang diadakan di Indonesia?
en-ID_386	What is the name of the most famous film festival held in Indonesia?
id-ID_387	Apa permainan kartu populer yang dimainkan saat pertemuan sosial di Indonesia?
en-ID_387	What is the popular card game played during social gatherings in Indonesia?
id-ID_388	Di mana destinasi wisata luar negeri yang paling populer bagi orang-orang dari Indonesia?
en-ID_388	Where is the most popular tourist destination abroad for people from Indonesia?
id-ID_389	Apa nama menara paling terkenal di Indonesia?
en-ID_389	What is the name of the most famous tower in Indonesia?
id-ID_390	Serangga apa yang paling sering dimakan di Indonesia?
en-ID_390	What edible insect is eaten most often in Indonesia?
